Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-11
1,Hammersmith & Fulham,Male,15 to 19,White,Murder,Charge or Summons,Jun-11
1,Hammersmith & Fulham,Male,15 to 19,White,Murder,Charge or Summons,Jun-11
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-11
1,Lewisham,Female,40 to 44,White,Murder,Charge or Summons,Jun-11
1,Lewisham,Male,55 to 59,White,Murder,Charge or Summons,Aug-12
1,Barnet,Male,65 and over,Asian ,Murder,Charge or Summons,Jun-11
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-11
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-11
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-12
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-11
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-11
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-11
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-11
1,Islington,Male,50 to 54,White,Murder,Charge or Summons,Jun-11
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Islington,Male,10 to 14,Black ,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Other ,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Islington,Male,20 to 24,Mixed,Murder,Charge or Summons,Oct-12
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-13
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Aug-12
1,Haringey,Male,35 to 39,White,Murder,Charge or Summons,Aug-12
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Aug-12
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-12
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-11
1,Bexley,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-11
1,Bexley,Male,10 to 14,Black ,Murder,Charge or Summons,Aug-11
1,Wandsworth,Male,25 to 29,White,Manslaughter,Charge or Summons,Jul-11
1,Greenwich,Male,30 to 34,Black ,Murder,Charge or Summons,Oct-12
1,Greenwich,Male,40 to 44,Mixed,Murder,Charge or Summons,Oct-12
1,Newham,Male,45 to 49,Asian ,Murder,Charge or Summons,Jul-11
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Oct-11
1,Barnet,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-11
1,Barnet,Male,15 to 19,White,Murder,Charge or Summons,Sep-11
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-11
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-12
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-12
1,Southwark,Male,15 to 19,White,Murder,Charge or Summons,Aug-11
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,Aug-11
1,Brent,Male,50 to 54,Black ,Murder,Charge or Summons,Aug-11
1,Islington,Male,30 to 34,White,Manslaughter,Charge or Summons,Feb-12
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,Oct-11
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-11
1,Hillingdon,Male,30 to 34,White,Murder,Charge or Summons,Aug-11
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-11
1,Bromley,Male,15 to 19,White,Murder,Charge or Summons,Aug-11
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-11
1,Ealing,Male,30 to 34,SCE Not Recorded,Murder,Charge or Summons,Aug-11
1,Hillingdon,Male,30 to 34,White,Murder,Charge or Summons,Aug-11
1,Croydon,Male,30 to 34,White,Murder,Charge or Summons,Aug-11
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-11
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,Oct-11
1,Redbridge,Male,30 to 34,Black ,Murder,Charge or Summons,Jan-12
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-12
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-12
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-12
1,Enfield,Male,10 to 14,White,Murder,Charge or Summons,Aug-11
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-11
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-11
1,Islington,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-11
1,Brent,Male,40 to 44,White,Murder,Charge or Summons,Sep-11
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,Sep-11
1,Barnet,Male,35 to 39,White,Murder,Charge or Summons,Jan-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-13
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-13
1,Kingston Upon Thames,Male,25 to 29,Asian ,Murder,Charge or Summons,Sep-11
1,Haringey,Male,15 to 19,Asian ,Murder,Charge or Summons,Jun-18
1,Barking & Dagenham,Male,15 to 19,Asian ,Murder,Charge or Summons,Oct-11
1,Croydon,Male,45 to 49,White,Murder,Charge or Summons,Oct-11
1,Bexley,Female,30 to 34,Mixed,Murder,Charge or Summons,Oct-11
1,Bexley,Male,30 to 34,White,Murder,Charge or Summons,Feb-12
1,Hammersmith & Fulham,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Hammersmith & Fulham,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Hammersmith & Fulham,Male,20 to 24,White,Murder,Charge or Summons,Dec-11
1,Merton,Male,15 to 19,Mixed,Murder,Charge or Summons,Nov-11
1,Hackney,Male,20 to 24,White,Murder,Charge or Summons,Nov-11
1,Southwark,Male,25 to 29,Black ,Murder,Charge or Summons,Nov-11
1,Wandsworth,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Wandsworth,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Wandsworth,Male,30 to 34,Black ,Murder,Charge or Summons,Nov-11
1,Brent,Male,65 and over,Black ,Murder,Charge or Summons,Nov-11
1,Haringey,Male,30 to 34,White,Murder,Charge or Summons,Nov-11
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-11
1,Greenwich,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Greenwich,Male,35 to 39,White,Murder,Charge or Summons,Nov-11
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,45 to 49,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,35 to 39,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-12
1,Newham,Male,40 to 44,Black ,Murder,Charge or Summons,Aug-12
1,Bexley,Male,20 to 24,White,Murder,Charge or Summons,Dec-11
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,Jan-12
1,Islington,Male,30 to 34,Black ,Murder,Charge or Summons,Dec-11
1,Greenwich,Male,40 to 44,Black ,Murder,Charge or Summons,Dec-11
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Jan-12
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,Jan-12
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,May-12
1,Ealing,Male,25 to 29,Asian ,Murder,Charge or Summons,Dec-11
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-12
1,Westminster,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-12
1,Camden,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-12
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Jan-12
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-12
1,Camden,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-12
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Mar-12
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-12
1,Hackney,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jan-12
1,Bexley,Male,40 to 44,SCE Not Recorded,Murder,Charge or Summons,Mar-12
1,Haringey,Male,20 to 24,Other ,Murder,Charge or Summons,Mar-12
1,Haringey,Male,25 to 29,Other ,Murder,Charge or Summons,Mar-12
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Oct-12
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Oct-12
1,Haringey,Male,50 to 54,SCE Not Recorded,Murder,Charge or Summons,Oct-12
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Jan-14
1,Wandsworth,Male,30 to 34,White,Murder,Charge or Summons,Feb-12
1,Redbridge,Male,15 to 19,White,Murder,Charge or Summons,Feb-12
1,Hammersmith & Fulham,Male,35 to 39,White,Murder,Charge or Summons,Mar-12
1,Hillingdon,Male,35 to 39,Black ,Manslaughter,Charge or Summons,Mar-12
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-13
1,Croydon,Male,35 to 39,Black ,Murder,Charge or Summons,Mar-12
1,Haringey,Male,30 to 34,Black ,Manslaughter,Charge or Summons,Nov-12
1,Camden,Male,25 to 29,White,Murder,Charge or Summons,Feb-12
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Feb-12
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-12
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-12
1,Haringey,Male,30 to 34,White,Murder,Charge or Summons,Mar-12
1,Hackney,Male,35 to 39,White,Murder,Charge or Summons,Mar-12
1,Ealing,Male,50 to 54,White,Murder,Charge or Summons,Mar-12
1,Lewisham,Male,40 to 44,White,Murder,Charge or Summons,Mar-12
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-12
1,Southwark,Male,35 to 39,White,Murder,Charge or Summons,Apr-12
1,Westminster,Male,25 to 29,White,Murder,Charge or Summons,Jul-12
1,Croydon,Female,35 to 39,White,Murder,Charge or Summons,Apr-12
1,Croydon,Male,35 to 39,White,Murder,Charge or Summons,Apr-12
1,Camden,Male,35 to 39,White,Murder,Charge or Summons,Jun-12
1,Islington,Male,55 to 59,White,Murder,Charge or Summons,May-12
1,Wandsworth,Female,30 to 34,White,Murder,Charge or Summons,May-12
1,Merton,Male,25 to 29,White,Murder,Charge or Summons,May-12
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-12
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-12
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-12
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-13
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-13
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-12
1,Haringey,Male,45 to 49,Black ,Murder,Accused is Deceased,Sep-12
1,Newham,Male,40 to 44,Asian ,Murder,Charge or Summons,May-12
1,Camden,Male,45 to 49,White,Murder,Charge or Summons,May-12
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,May-12
1,Redbridge,Female,20 to 24,White,Murder,Charge or Summons,May-12
1,Redbridge,Male,25 to 29,White,Murder,Charge or Summons,May-12
1,Redbridge,Male,15 to 19,Black ,Murder,Charge or Summons,May-12
1,Redbridge,Male,25 to 29,White,Murder,Charge or Summons,May-12
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-12
1,Redbridge,Male,20 to 24,White,Murder,Charge or Summons,Jun-12
1,Waltham Forest,Male,55 to 59,White,Murder,Charge or Summons,May-12
1,Tower Hamlets,Male,50 to 54,Asian ,Murder,Charge or Summons,May-12
1,Sutton,Male,25 to 29,White,Murder,Charge or Summons,Jun-12
1,Islington,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-13
1,Bromley,Male,25 to 29,White,Murder,Charge or Summons,Jun-12
1,Greenwich,Male,30 to 34,White,Murder,Charge or Summons,Jun-12
1,Greenwich,Female,40 to 44,Asian ,Murder,Charge or Summons,Jun-12
1,Greenwich,Male,35 to 39,White,Murder,Charge or Summons,Jun-12
1,Kingston Upon Thames,Male,25 to 29,White,Murder,Charge or Summons,Jan-15
1,Bexley,Male,30 to 34,Black ,Manslaughter,Charge or Summons,Mar-13
1,Bexley,Female,30 to 34,Black ,Manslaughter,Charge or Summons,Mar-13
1,Lewisham,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-12
1,Ealing,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-12
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,Jul-12
1,Westminster,Male,25 to 29,White,Murder,Charge or Summons,Aug-12
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-12
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-12
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-12
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Islington,Female,65 and over,White,Murder,Charge or Summons,Aug-12
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Sutton,Male,45 to 49,White,Murder,Charge or Summons,Aug-12
1,Sutton,Male,40 to 44,Asian ,Murder,Charge or Summons,Aug-12
1,Westminster,Male,50 to 54,White,Murder,Charge or Summons,Aug-12
1,Croydon,Male,35 to 39,White,Murder,Charge or Summons,Aug-12
1,Haringey,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Aug-12
1,Newham,Male,35 to 39,White,Murder,Charge or Summons,Aug-12
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-12
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-12
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-12
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,Aug-12
1,Hammersmith & Fulham,Male,30 to 34,White,Murder,Charge or Summons,Sep-12
1,Enfield,Female,45 to 49,White,Murder,Charge or Summons,Jul-13
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-12
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-12
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-12
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Brent,Male,25 to 29,Mixed,Murder,Charge or Summons,Jan-13
1,Southwark,Male,45 to 49,Black ,Murder,Charge or Summons,Sep-12
1,Wandsworth,Female,35 to 39,White,Murder,Charge or Summons,May-14
1,Lewisham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-12
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Lambeth,Female,10 to 14,Black ,Murder,Charge or Summons,Oct-12
1,Lambeth,Male,15 to 19,Other ,Murder,Charge or Summons,Oct-12
1,Brent,Male,30 to 34,Black ,Murder,Charge or Summons,Oct-12
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Southwark,Male,40 to 44,White,Murder,Charge or Summons,Oct-12
1,Greenwich,Male,25 to 29,Black ,Murder,Charge or Summons,Oct-12
1,Kingston Upon Thames,Male,20 to 24,Mixed,Murder,Charge or Summons,Oct-12
1,Kingston Upon Thames,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-12
1,Kingston Upon Thames,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-12
1,Kingston Upon Thames,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Dec-12
1,Hounslow,Male,15 to 19,White,Murder,Charge or Summons,Nov-12
1,Hammersmith & Fulham,Male,25 to 29,White,Murder,Charge or Summons,Jan-13
1,Waltham Forest,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Nov-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-12
1,Redbridge,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-12
1,Enfield,Male,35 to 39,Black ,Murder,Charge or Summons,Nov-12
1,Lewisham,Male,20 to 24,Other ,Murder,Charge or Summons,Nov-12
1,Lewisham,Male,25 to 29,Asian ,Murder,Charge or Summons,Dec-12
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-12
1,Lewisham,Male,20 to 24,Other ,Murder,Charge or Summons,Dec-12
1,Lewisham,Male,30 to 34,Other ,Murder,Charge or Summons,Dec-12
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,Jan-13
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,Feb-13
1,Lewisham,Male,30 to 34,Asian ,Murder,Charge or Summons,May-13
1,Hammersmith & Fulham,Male,20 to 24,Mixed,Murder,Charge or Summons,Nov-12
1,Richmond Upon Thames,Male,20 to 24,White,Murder,Charge or Summons,Jun-13
1,Redbridge,Male,30 to 34,White,Manslaughter,Charge or Summons,Sep-14
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-12
1,Ealing,Male,10 to 14,Asian ,Murder,Charge or Summons,Nov-12
1,Greenwich,Male,30 to 34,White,Murder,Charge or Summons,Dec-12
1,Greenwich,Male,25 to 29,White,Murder,Charge or Summons,Jan-13
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Jan-13
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Jan-13
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Jan-13
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Feb-13
1,Greenwich,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-13
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Feb-13
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Mar-13
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Mar-13
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Apr-13
1,Greenwich,Male,15 to 19,Mixed,Murder,Charge or Summons,May-13
1,Greenwich,Male,30 to 34,Other ,Murder,Charge or Summons,Mar-15
1,Hackney,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Nov-12
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Dec-12
1,Ealing,Male,30 to 34,Black ,Murder,Charge or Summons,Dec-12
1,Camden,Male,15 to 19,White,Murder,Charge or Summons,Dec-12
1,Southwark,Male,20 to 24,Mixed,Murder,Charge or Summons,Dec-12
1,Hammersmith & Fulham,Male,35 to 39,White,Murder,Charge or Summons,Jan-13
1,Havering,Male,40 to 44,White,Murder,Charge or Summons,Oct-13
1,Croydon,Male,25 to 29,White,Murder,Charge or Summons,Jan-13
1,Brent,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Jan-13
1,Tower Hamlets,Male,35 to 39,Black ,Murder,Charge or Summons,Dec-12
1,Bromley,Female,30 to 34,Black ,Manslaughter,Charge or Summons,Feb-14
1,Wandsworth,Male,45 to 49,White,Murder,Charge or Summons,Dec-12
1,Ealing,Male,60 to 64,White,Murder,Accused is Deceased,Oct-13
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-13
1,Hounslow,Male,20 to 24,Asian ,Murder,Charge or Summons,Jan-13
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-13
1,Hounslow,Male,20 to 24,White,Murder,Charge or Summons,Feb-13
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,Jan-13
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-13
1,Croydon,Male,30 to 34,Black ,Murder,Charge or Summons,Jan-13
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Jan-13
1,Enfield,Male,55 to 59,Other ,Manslaughter,Charge or Summons,Mar-14
1,Enfield,Male,25 to 29,White,Manslaughter,Charge or Summons,Mar-14
1,Lambeth,Male,35 to 39,White,Murder,Charge or Summons,Aug-13
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Aug-13
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Aug-13
1,Hackney,Male,35 to 39,White,Murder,Charge or Summons,Jan-13
1,Havering,Male,45 to 49,White,Murder,Charge or Summons,Jan-13
1,Barnet,Male,65 and over,White,Murder,Accused is Deceased,Mar-13
1,Westminster,Male,15 to 19,Other ,Murder,Charge or Summons,Feb-13
1,Westminster,Male,15 to 19,White,Murder,Charge or Summons,Feb-13
1,Westminster,Male,25 to 29,White,Murder,Charge or Summons,Feb-13
1,Westminster,Male,15 to 19,Other ,Murder,Charge or Summons,Mar-13
1,Westminster,Male,15 to 19,Mixed,Murder,Charge or Summons,May-13
1,Westminster,Male,15 to 19,Other ,Murder,Charge or Summons,May-13
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-15
1,Greenwich,Male,40 to 44,White,Murder,Charge or Summons,Feb-13
1,Havering,Male,25 to 29,White,Manslaughter,Charge or Summons,Feb-13
1,Lewisham,Male,40 to 44,Black ,Murder,Charge or Summons,Feb-13
1,Hackney,Male,40 to 44,White,Murder,Charge or Summons,Feb-13
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-14
1,Hackney,Male,25 to 29,Mixed,Murder,Charge or Summons,Dec-14
1,Hackney,Male,15 to 19,Asian ,Murder,Charge or Summons,May-15
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-13
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,May-13
1,Wandsworth,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-13
1,Ealing,Male,20 to 24,White,Murder,Charge or Summons,Feb-17
1,Ealing,Male,35 to 39,White,Murder,Charge or Summons,Feb-13
1,Ealing,Male,35 to 39,White,Murder,Charge or Summons,Feb-13
1,Lewisham,Male,40 to 44,Black ,Murder,Charge or Summons,Mar-13
1,Westminster,Male,40 to 44,Other ,Murder,Charge or Summons,Mar-13
1,Westminster,Male,35 to 39,White,Murder,Charge or Summons,Mar-13
1,Haringey,Female,30 to 34,White,Murder,Charge or Summons,Jun-13
1,Haringey,Male,25 to 29,Mixed,Murder,Charge or Summons,Jun-13
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-13
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-13
1,Lambeth,Male,40 to 44,Black ,Murder,Charge or Summons,Mar-13
1,Islington,Male,35 to 39,Black ,Murder,Charge or Summons,Mar-13
1,Barking & Dagenham,Male,35 to 39,Black ,Murder,Charge or Summons,Mar-13
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-13
1,Enfield,Male,15 to 19,Other ,Murder,Charge or Summons,Apr-13
1,Enfield,Male,15 to 19,Other ,Murder,Charge or Summons,Apr-13
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-13
1,Hillingdon,Female,30 to 34,Asian ,Murder,Accused is Deceased,Mar-15
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-13
1,Hillingdon,Female,30 to 34,Asian ,Murder,Accused is Deceased,Mar-15
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-13
1,Islington,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Apr-13
1,Greenwich,Male,50 to 54,White,Murder,Charge or Summons,Apr-13
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,May-13
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-13
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-13
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-13
1,Bromley,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-13
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-15
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-15
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-16
1,Camden,Male,60 to 64,White,Murder,Accused is Deceased,May-13
1,Greenwich,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-13
1,Greenwich,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-13
1,Merton,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-13
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,May-13
1,Lewisham,Male,20 to 24,Other ,Murder,Charge or Summons,Jun-13
1,Enfield,Male,25 to 29,White,Murder,Charge or Summons,Jun-13
1,Newham,Male,55 to 59,White,Murder,Charge or Summons,Jun-13
1,Barking & Dagenham,Male,65 and over,White,Murder,Accused is Deceased,Jul-14
1,Kingston Upon Thames,Male,40 to 44,White,Murder,Charge or Summons,Jun-13
1,Croydon,Male,10 to 14,White,Manslaughter,Charge or Summons,Sep-13
1,Croydon,Female,15 to 19,Black ,Manslaughter,Charge or Summons,Sep-13
1,Newham,Male,25 to 29,Mixed,Murder,Charge or Summons,Oct-13
1,Greenwich,Male,50 to 54,Black ,Murder,Charge or Summons,Jun-13
1,Lambeth,Male,45 to 49,Black ,Manslaughter,Charge or Summons,Jun-13
1,Tower Hamlets,Male,40 to 44,Black ,Murder,Charge or Summons,Jul-13
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-13
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Jul-13
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-13
1,Islington,Male,30 to 34,White,Murder,Charge or Summons,Jul-13
1,Wandsworth,Male,45 to 49,Black ,Murder,Charge or Summons,Jul-13
1,Newham,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Jul-13
1,Hillingdon,Male,30 to 34,Asian ,Murder,Charge or Summons,Jul-13
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-13
1,Enfield,Male,50 to 54,Black ,Murder,Charge or Summons,Jul-13
1,Newham,Male,25 to 29,Asian ,Manslaughter,Charge or Summons,Jul-13
