objectid,Approve,cs_address_one,cs_address_two,cs_borough,cs_cooling_facilities,cs_cooling_facilities_other,cs_heat_vulnerable,cs_heat_vulnerable_other,cs_indoor_site_id,cs_max_seating,cs_name,cs_opening_hours,cs_postcode,cs_toilets_available,cs_wheelchair_access,has_drinking_water,has_seating,indoor_cooling_temp,is_free_of_charge,is_staffed_when_open,org_name,runtime,Tier,x,y
253,Yes,140 High Street,Barkingside,Redbridge,Air conditioning,,"Young children,Older people,Pregnant women",,669,60,Fullwell Cross Library,"Mon, Wed, Fri: 10am to 8pm Tue, Thu: 10am to 6pm Sat: 10am to 5pm Sun: closed Public Holidays: closed",IG6 2EA,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision RCL,20250626,Tier 1,544542,190321
254,Yes,"Clements Rd, Ilford",,Redbridge,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,670,100,Redbridge Central Library,Mon- Fri 10am-8pm Sat 10am-5pm Sun 11am-5pm,IG1 1EA,available on site,yes,yes,yes,26c_or_less,yes,yes,Vision Redbridge Culture & Leisure,20250626,Tier 1,543963,186394
298,Yes,Romford Road,Chigwell,Redbridge,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,715,40,Hainault Forest - 1856 Cafe and Visitor Centre,Mon - Sun 9am - 5pm,IG7 4QN,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 1,547671.03,192635.52
299,Yes,679 High Road,"Ilford, Essex",Redbridge,Air conditioning,,"Young children,Older people,Pregnant women",,716,10,Seven Kings Library,Monday: Closed Tuesday: 10:00 am - 6:00 pm Wednesday: 10:00 am - 6:00 pm Thursday: 10:00 am - 6:00 pm Friday: 10:00 am - 6:00 pm Saturday: 10:00 am - 2:00 pm Sunday: 10:00 am - 2:00 pm,IG3 8RQ,short walk and signposted from the site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 2,545605.3,187171.1
300,Yes,Spratt Hall Road,London,Redbridge,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,717,40,Wanstead Library,Monday: 10:00 am - 6:00 pm Tuesday: 10:00 am - 6:00 pm Wednesday: 10:00 am - 8:00 pm Thursday: 10:00 am - 6:00 pm Friday: 10:00 am - 6:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed Public Holidays: Closed,E11 2RQ,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 1,540432,188203
301,Yes,100 Manford Way,Chigwell,Redbridge,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,718,30,Hainault Library,Monday: 10:00 am - 6:00 pm Tuesday: 10:00 am - 6:00 pm Wednesday: Closed Thursday: 10:00 am - 6:00 pm Friday: 10:00 am - 6:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed Public Holidays: Closed,IG7 4DD,not available,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 2,545801.3,192008.7
302,Yes,76 Goodmayes Lane,Ilford,Redbridge,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,719,30,Goodmayes library,Monday: 10:00 am - 6:00 pm Tuesday: 10:00 am - 6:00 pm Wednesday: Closed Thursday: 10:00 am - 6:00 pm Friday: 10:00 am - 6:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed Public Holidays: Closed,IG3 9QB,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 1,546292.1,186609.58
303,Yes,Grove Road,Romford,Redbridge,Air conditioning,,"Young children,Older people,Pregnant women",,720,20,Keith Axon Centre Library,Monday: 10:00 am - 6:00 pm Tuesday: Closed Wednesday: 10:00 am - 6:00 pm Thursday: Closed Friday: 10:00 am - 1:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed Public Holidays: Closed,RM6 4XB,available on site,yes,yes,yes,26c_or_less,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 2,547098.21,188300.21
304,Yes,490 Cranbrook Road,Ilford,Redbridge,Stand up fans,,"Young children,Older people,Pregnant women",,721,30,Gants Hill Library,Monday: 10:00 am - 6:00 pm Tuesday: 10:00 am - 6:00 pm Wednesday: 10:00 am - 8:00 pm Thursday: 10:00 am - 6:00 pm Friday: 10:00 am - 6:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed Public Holidays: Closed,IG2 6LA,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Vision Redbridge Culture & Leisure,20250808,Tier 1,543537,188560
18,Yes,"The National Archives, Bessant Drive",,Richmond upon Thames,Air conditioning,," young children, older people, pregnant women ",,26,100,Public cafe at The National Archives,"09:00 - 17:00 Tuesday-Saturday, and on the first Sunday of every month",,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,The National Archives,20250527,Tier 1,519563.662,177199.062
30,Yes,115B High Street Whitton,,Richmond upon Thames,"Natural cooling/ventilation,Stand up fans",,"young children,older people",,44,10,Transit Community Support CIC,"Weekday 10am - 5pm , Saturdays 11.00am - 4pm",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Transit Community Support CIC,20250527,Tier 2,514195.746,173848.524
111,Yes,Whitton Community Centre,Percy Road,Richmond upon Thames,Stand up fans,,"Young children,Older people,Pregnant women",,592,75,Trimble Lounge,Tuesday 2-5pm Thursday 2-5pm,TW2 6JL,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,Whitton Community Centre,20250527,Tier 2,514067,173163
112,Yes,The Green,Kew,Richmond upon Thames,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,593,60,St Anne's Church,Monday Closed Tuesday 10.00am to 3.00pm Wednesday to Saturday 10.00 to 4.00pm Sunday 7.30am to noon,TW9 3AA,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,St Anne's Church,20250527,Tier 2,519024.26,177402.41
132,Yes,Ferry Road,,Richmond upon Thames,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,615,200,Landmark Arts Centre,Mon - Fri 9:30am - 4:00pm,TW11 9NN,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,Landmark Arts Centre,20250527,Tier 2,516603,171355
241,Yes,49 station rd,Barnes,Richmond upon Thames,Air conditioning,,"Young children,Older people,Pregnant women",,657,40,OSO The Theatre on Barnes Pond,Mon- Fri  9-6pm Sat 9-4  Sun 10-4 Times occasion adjusted to accommodate theatre productions,SW13 0LF,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Barnes Community Arts Centre,20250626,Tier 1,521865.26,176258.32
292,Yes,St James's Road,Hampton Hill,Richmond upon Thames,"Natural cooling/ventilation,Other","The church has a high ceiling, (i.e. heat rises), and stained glass that restricts sunlight, keeping in the building cooler",,,709,150,St James's Church,"Mon, Wed, Fri: 0930-1430 Tue, Thu: 1230-1730 Closed on Bank Holidays",TW12 1DQ,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,St James's Church,20250805,Tier 2,513869,171191
150,Yes,74 Sheen Lane,,Richmond upon Thames,"other,Natural cooling/ventilation",," young children, older people, pregnant women ",,46,80,East Sheen Library,"Monday 9:30 AM to 6:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday 1:00 PM - 5:00 PM",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,520449.842,175478.668
151,Yes,75 Castelnau,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,47,35,Castelnau Library,"Monday 9:30 AM to 6:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday CLOSED, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 2,522484.299,177173.91
152,Yes,Little Green,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,45,30,Richmond Library,"Monday 9.30am-7pm, Tuesday 9.30am-6pm, Wednesday 10am-7pm, Thursday 9.30am-6pm, Friday 9.30am-6pm, Saturday 9.30am-4pm, Sunday 1pm-5pm",,Not available,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 2,517911.907,175054.346
153,Yes,106 North Road,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,48,5,Kew Library,"Monday CLOSED, Tuesday 10:00 AM - 6:00 PM, Wednesday CLOSED, Thursday 10:00 AM - 6:00 PM. Friday CLOSED, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Not available,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 2,519215.884,176682.441
154,Yes,141 Nelson Road,,Richmond upon Thames,Air conditioning,," young children, older people, pregnant women ",,50,15,Whitton Library,"Monday 9:30 AM to 6:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,514137.854,173949.556
155,Yes,Garfield Road,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,49,25,Twickenham Library,"Monday 9:30 AM to 7:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,516288.717,173425.966
156,Yes, Ham Street,,Richmond upon Thames,Air conditioning,," young children, older people, pregnant women ",,51,10,Ham Library ,"Monday 9:30 AM to 6:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday CLOSED, Friday 9:30 AM - 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 2,517335.87,172332.889
157,Yes,Waldegrave Road,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,53,12,Teddington Library,"Monday 9:30 AM to 7:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday 1:00 PM - 5:00 PM",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,515903.115,171122.92
158,Yes,Rosehill,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,54,13,Hampton Library,"Monday 9:30 AM to 6:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday CLOSED, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 2,513424.993,169618.552
159,Yes,68 High Street,,Richmond upon Thames,Air conditioning,," young children, older people, pregnant women ",,55,5,Hampton Hill Library ,"Monday 9:30 AM to 6:00 PM, Tuesday CLOSED, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,514394.665,171022.074
163,Yes,Old Town Hall,,Richmond upon Thames,Natural cooling/ventilation,," young children, older people, pregnant women ",,52,50,Richmond Reference Library,"Monday 9:30 AM to 7:00 PM, Tuesday 9:30 AM to 6:00 PM, Wednesday 10:00 AM - 7:00 PM, Thursday 9:30 AM to 6:00 PM, Friday 9:30 AM to 6:00 PM, Saturday 9:30 AM - 4:00 PM, Sunday CLOSED",,Available on site,Yes,Yes,Yes,I don’t know/ it’s not possible to  monitor indoor temperature,yes,Yes,Richmond upon Thames Library Service,20250530,Tier 1,517734.092,174658.589
41,Yes,London Bridge,,Southwark," Natural cooling/ventilation, other ",," young children, older people, pregnant women ",,72,300,Southwark Cathedral,9am - 6pm daily,,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Cathedral,20250527,Tier 1,532711,180312.049
65,Yes,211 Borough High St,,Southwark,Air conditioning,," young children, older people, pregnant women ",,100,200,John Harvard Library,9am - 7pm Monday - Friday; Saturday 9am - 5pm,SE1 1JA,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,532534,179818
66,Yes,21 Surrey Quays Road,,Southwark,Air conditioning,," young children, older people, pregnant women ",,101,645,Canada Water Library,"8am - 8pm, Monday - Friday; Saturday 9am - 5pm; Sunday 12-4pm",SE16 7AR,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,535513,179456
67,Yes,145-147 Walworth Rd,,Southwark,Air conditioning,," young children, older people, pregnant women ",,102,150,Southwark Heritage Centre & Walworth Library,10am - 8pm Monday - Friday; Saturday 10am - 5pm; Sunday 12pm - 4pm,SE17 1RW,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,532134.44,178778.7
68,Yes,Market Place,Southwark Park Road,Southwark,Air conditioning,," young children, older people, pregnant women ",,103,100,Blue Anchor Library,"9am-7pm Monday, Tuesday, Thursday; 10am - 6pm Friday; 9am - 5pm Saturday",SE16 3UQ,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,534502,178842
69,Yes,122 Peckham Hill St,,Southwark,Air conditioning,," young children, older people, pregnant women ",,104,600,Peckham Library,"9am - 8pm, Monday - Friday (excl. Weds); Wednesday 10am - 8pm;  Saturday 10am - 5pm; Sunday 12pm - 4pm""",SE15 5JR,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,534180,176814
70,Yes,Gordon Road,,Southwark,Air conditioning,," young children, older people, pregnant women ",,105,60,Nunhead Library,"2pm - 7pm Monday, Tuesday, Thursday; 10am - 3pm Wednesday and Friday; Saturday 10am - 5pm",SE15 3RW,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 2,534876,175876
71,Yes,37-38 Seeley Drive,,Southwark,Air conditioning,," young children, older people, pregnant women ",,106,30,Kingswood Library,2pm - 6pm Monday & Thursday; 10am - 2pm Tuesday & Friday; Saturday 1pm - 5pm,SE21 8QR,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 2,533523,171845
72,Yes,62 Thurlow Street,,Southwark,Air conditioning,," young children, older people, pregnant women ",,108,150,Una Marson Library,"10am - 6pm, Monday - Friday (excl. Weds); Wednesday 10am - 3pm; Saturday 10am - 5pm",SE17 2GN,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 2,532969.69,178278.98
73,Yes,2B Crystal Palace Road,,Southwark,Air conditioning,," young children, older people, pregnant women ",,109,25,Dulwich Leisure Centre, Mon – Fri  6.30 -22.00 Sat - 7.00 – 18.00 Sun – 7.00 – 22.00,SE22 9HB,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 1,534068,175247
77,Yes,18-22 Grove Vale,,Southwark,Air conditioning,," young children, older people, pregnant women ",,107,30,Grove Vale Library,"10am - 7pm, Monday - Thursday (excl. Weds); Friday 10am - 3pm; Saturday 10am - 5pm",SE22 8EF,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Southwark Council,20250527,Tier 2,533468.946,175342.491
85,Yes,60-62 Hopton Street,,Southwark,"Stand up fans,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,128,55,The London LGBTQ+ Community Centre,Wed - 09:30 - 18:00 Thu-Sun - 11:00am - 20:00,SE1 9JH,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,The London LGBTQ+ Community Centre,20250527,Tier 2,531889,180516
269,Yes,147 Tooley Street,,Southwark,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,685,40,Unicorn Theatre,Mon: Closed Tue-Thu: 11am-2pm  Fri-Sun: Closed,SE1 2HZ,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Unicorn Theatre,20250716,Tier 2,533305.21,180075.5
284,Yes,Lambeth Road,,Southwark,"Air conditioning,Other",Most Gallery spaces are air conditioned. Atrium and terraced spaces are not- but are in the shade so cooler than the outside.,Other,Fully accessible. Also have a Changing Places Toilet.,701,50,Imperial War Museum,Mon-Sun 10-6. last entry at 5:30.,SE1 6HZ,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Imperial War Museum,20250724,Tier 1,531411,179148
239,Yes,63 Downs Road,,Sutton,"Stand up fans,Natural cooling/ventilation",,"Older people,Other",People with mental health problems (esp. those on medication)  Over 18s only.,655,20,Sutton Mental Health Foundation,Mon 12.30 - 3 Tues 11 - 2.30 Thurs & Fri 10.30 - 2.30Closed weekends & public holidays,SM2 5NR,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Sutton Mental Health Foundation,20250619,Tier 2,525812.048,162013.856
248,Yes,St Michael and All Angels Church,"Milton Road, Wallington",Sutton,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,664,150,Place of Welcome,Tuesdays 9.30-11.30 Thursdays 9.30-11.30 Fridays 4.15-6.30 Saturdays 9.30-11.30 Plus open for church services during these times - you are welcome to simply enjoy the cool and no pressure to join the service just take a seat wherever you are comfortable. Monday to Thursday 8-8.20am Sunday 10am-12.30pm,SM6 9RP,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Parish of South Beddington and Roundshaw,20250626,Tier 2,529513,163749
272,Yes,"St Nicholas Way, Sutton",,Sutton,Other,"A mix of fans and A/C across parts, but not all of the building","Older people,Pregnant women",,689,30,Sutton Central Library,Monday-Saturday: 8am-9pm (staffed 9am-5pm) Sunday: 9am-6pm,SM1 1EA,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Sutton Council's Cultural Services,20250716,Tier 1,525770,164053
273,Yes,"Mollison Dr, Wallington SM6 9NZ",,Sutton,Other,"A mix of fans and A/C across parts, but not all of the building","Young children,Older people,Pregnant women",,690,20,Phoenix Leisure Centre,Monday-Friday: 7am-10pm Saturday & Sunday: 9am-6pm,SM6 9NZ,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Everyone Active,20250716,Tier 1,530085,163225
274,Yes,"Westcroft Rd, Carshalton",,Sutton,Other,"A mix of fans and A/C across parts, but not all of the building","Young children,Older people,Pregnant women",,691,10,Westcroft Leisure Centre,Monday-Friday: 6:30am-10:30pm Saturday & Sunday: 8am-8pm,SM5 2TG,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Everyone Active,20250716,Tier 1,528477,164794
275,Yes,"Middleton Rd, Carshalton",,Sutton,Other,"A mix of fans and A/C across parts, but not all of the building","Young children,Older people,Pregnant women",,692,10,David Weir Leisure Centre,Monday-Friday: 7am-10pm Saturday & Sunday: 8am-6pm,SM5 1SL,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Everyone Active,20250716,Tier 1,526653,166528
286,Yes,River Church Sutton,320 Carshalton Rd,Sutton,Stand up fans,,,,703,25,The Well Coffee Lounge,"Mon 12pm - 3pm, Wed 10am - 2pm",SM5 3QB,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,The Well Coffee Lounge,20250724,Tier 2,527237,164233
100,Yes,"No. 1, West India Quay",Hertsmere Road,Tower Hamlets,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,575,200,London Museum Docklands,"Mon - Sun, 10am - 5pm Not open 24 - 26 December",E14 4AL,available on site,yes,Yes,Yes,cannot_guarantee_26c,Yes,Yes,London Museum Docklands,20250527,Tier 1,537195,180603
209,Yes,66-68 East Smithfield,London,Tower Hamlets,Air conditioning,,"Young children,Older people,Pregnant women",,629,20,Museum of the Royal Pharmaceutical Society,Monday - Friday: 9am - 5pm Bank Holidays: Closed,E1W 1AW,available on site,yes,yes,yes,26c_or_less,yes,yes,Royal Pharmaceutical Society,20250530,Tier 1,534102,180649
244,Yes,1 Vesey Path,East Indai Dock Road,Tower Hamlets,Air conditioning,,"Young children,Older people,Pregnant women",,660,50,Idea Store Chrisp Street,Mon - Thu: 9 am - 9 pm Fri: 9 am - 6 pm Sat: 9 am - 5 pm Sun: 11 am -3 pm,E14 6BT,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Idea Store - Tower Hamlets Council,20250626,Tier 1,537880.16,181050.15
245,Yes,Bethnal Green Library,"Bethnal Green Gardens, Cambrige Heath Road",Tower Hamlets,Stand up fans,,"Young children,Older people,Pregnant women",,661,20,Bethnal Green Library,Mon- Wed 10am - 6pm Thurs 10am -8pm Sat 9am- 5pm,E2 0HL,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,London Borough of Tower Hamlets,20250626,Tier 1,535110,182631
246,Yes,Strattondale Street,London,Tower Hamlets,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,662,10,Cubitt Town Library,Mon - Wed- 10am - 6pm Thus- 10am -8pm Sat- 9am - 5pm,E14 3HG,available on site,no,yes,yes,cannot_guarantee_26c,yes,yes,London  Borough of Tower Hamlets,20250626,Tier 2,538179,179385
247,Yes,1 Gladstone Place,,Tower Hamlets,Air conditioning,,"Young children,Older people,Pregnant women",,663,100,Idea Store Bow,Mon - Thurs: 9am-9pm Fri: 9am - 6pm Saturday: 9am - 5pm Sunday: 11am - 3pm,E3 3ES,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,London Borough of Tower Hamlets,20250626,Tier 1,536747.823,183363.986
249,Yes,260 Commerical Road,,Tower Hamlets,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,665,40,Idea Store Watney Market,Monday-Thursday 9am-9pm Friday 9am-6pm Saturday 9am-5pm Sunday 11am-3pm,E1 2FB,available on site,yes,yes,yes,26c_or_less,yes,yes,London Borough of Tower Hamlets,20250626,Tier 1,534902.59,181278.63
255,Yes,321 Whitechapel Road,London,Tower Hamlets,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,671,100,Idea Store Whitechapel,Mon-Thurs 9am-9pm Fri 9-6pm Sat 9-5pm Sun 11am-3pm,E1 1BU,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,Idea Store Whitechapel,20250626,Tier 1,534833,181883
270,Yes,18 Aberfeldy Square,London,Tower Hamlets,Air conditioning,,"Young children,Older people,Pregnant women",,687,30,Feldy Centre,Monday - Friday 9 a.m. - 5 p.m.,E14 0XA,available on site,yes,yes,yes,26c_or_less,yes,yes,Poplar HARCA,20250716,Tier 1,538504,181209
278,Yes,3 Norton Folgate,,Tower Hamlets,Air conditioning,,"Young children,Older people,Pregnant women",,695,180,Art Play London,Mon-Sun: 11am to 10pm,E1 6DB,available on site,yes,yes,yes,26c_or_less,yes,yes,Art Play London,20250716,Tier 2,533414,181965
58,Yes,Church Lane,,Waltham Forest,Air conditioning,," young children, older people, pregnant women ",,91,50,Leytonstone Library,9am - 7pm weekdays. 9am - 7pm Saturdays. 12pm - 4pm Sundays.,,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Waltham Forest Council,20250527,Tier 1,539465.591,187387.353
59,Yes,High Road ,,Waltham Forest,Air conditioning,," young children, older people, pregnant women ",,90,50,Leyton Library,9am - 7pm on weekdays. 9am - 6pm on Saturdays. 12pm - 4pm on Sundays,,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Waltham Forest Council,20250527,Tier 1,538252.082,186260.169
60,Yes,High Street ,,Waltham Forest,Air conditioning,," young children, older people, pregnant women ",,92,25,Walthamstow Library,9am - 7pm weekdays. 9am - 6pm Saturdays. 10am - 4pm Sundays.,,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Waltham Forest Council,20250527,Tier 1,537177.057,189152.208
106,Yes,"17 & central, 45 selborne walk",,Waltham Forest,"Air conditioning,Natural cooling/ventilation",,"Young children,Older people,Pregnant women",,581,250,CRATE Walthamstow,Monday - Wednesday: 9:00 - 20:30 Thursday: 9:00- 21:00 Friday-Saturday: 9:00 - 21:30 Sunday: 10:00 - 19:00,E17 7JR,available on site,yes,Yes,Yes,26c_or_less,Yes,Yes,CRATE Walthamstow,20250527,Tier 1,536969,189059
212,Yes,149 Canterbury Road,,Waltham Forest,Natural cooling/ventilation,,"Young children,Older people,Pregnant women,Other",All people,633,25,Cornerstone Church,Monday - Friday 9am - 12pm,E10 6EH,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,The Cornerstone Church,20250530,Tier 2,538555,188144
219,Yes,458 Hoe Street,,Waltham Forest,"Stand up fans,Natural cooling/ventilation",,,,643,40,The Hornbeam Centre,Tuesday - 10am-2pm Thursday 11am-3pm,E17 9AH,available on site,yes,yes,yes,26c_or_less,yes,yes,The Hornbeam Centre,20250604,Tier 2,537610,188246
256,Yes,7 - 11 Coppermill Lane,London,Waltham Forest,Natural cooling/ventilation,,"Young children,Older people,Pregnant women",,672,36,The Mill,Tuesday - Friday 9.30 am - 5.30 pm Saturday & Sunday 10 am - 2 pm,E17 7HA,available on site,yes,yes,yes,cannot_guarantee_26c,yes,yes,The Mill @ Coppermill,20250626,Tier 1,536299,188781
14,Yes,"23 Malwood Road, Balham",,Wandsworth,Natural cooling/ventilation,," young children, older people, pregnant women ",,22,100,Ascension Church Parish Coffee,8.30am - 4.30pm Monday to Friday. Closed weekends and Public Holidays.,,Available on site,Yes,Yes,Yes,Indoor temperature of 26C or less,Yes,Yes,Ascension Church,20250527,Tier 1,528674.999,174054.883
21,Yes,75 Mitcham Road,,Wandsworth,"Air conditioning,Natural cooling/ventilation,Stand up fans",," young children, older people, pregnant women ",,34,10,Tooting Library,"Mon, Tue, Thu 9:00 AM to 7:00 PM. Fri and Sat 9:00 AM to 5:00 PM, Sun 1:00 PM to 5:00 PM.  Closed Wed.",,Available on site,Yes,Yes,Yes,"Cannot guarantee 26C, but the space is always cooler than the outside temperature",Yes,Yes,Wandsworth Libraries,20250527,Tier 1,527636.849,171261.874
